Chaperone_Name,Chaperone_ID,Target_ID,Target_Protein_Name,Domain_ID,Interaction_Label,Source
DNJA2_HUMAN,O60884,O94955,Rho-related BTB domain-containing protein 3,PF00651,1,IntAct
DNJA2_HUMAN,O60884,O94955,Rho-related BTB domain-containing protein 3,PF00071,1,IntAct
DNJA2_HUMAN,O60884,Q8IZ69,tRNA,PF05958,1,IntAct
DNJA2_HUMAN,O60884,Q9Y281,Cofilin-2,PF00241,1,IntAct
DNJA2_HUMAN,O60884,Q5SVS4,Kidney mitochondrial carrier protein 1,PF00153,1,IntAct
DNJA2_HUMAN,O60884,P07197,Neurofilament medium polypeptide,PF00038,1,IntAct
DNJA2_HUMAN,O60884,P07197,Neurofilament medium polypeptide,PF04732,1,IntAct
DNJA2_HUMAN,O60884,Q96GM8,Target of EGR1 protein 1,PF04857,1,IntAct
DNJA2_HUMAN,O60884,Q96GM8,Target of EGR1 protein 1,PF00642,1,IntAct
DNJA2_HUMAN,O60884,Q2NKJ3,CST complex subunit CTC1,PF15489,1,IntAct
DNJA2_HUMAN,O60884,Q6IA86,Elongator complex protein 2,PF00400,1,IntAct
DNJA2_HUMAN,O60884,Q9BXK1,Krueppel-like factor 16,PF00096,1,IntAct
DNJA2_HUMAN,O60884,A4D1U4,DENN domain-containing protein 11,PF09804,1,IntAct
DNJA2_HUMAN,O60884,Q9NXB0,Tectonic-like complex member MKS1,PF07162,1,IntAct
DNJA2_HUMAN,O60884,P16260,Solute carrier family 25 member 16,PF00153,1,IntAct
DNJA2_HUMAN,O60884,P62993,Growth factor receptor-bound protein 2,PF00017,1,IntAct
DNJA2_HUMAN,O60884,P62993,Growth factor receptor-bound protein 2,PF00018,1,IntAct
DNJA2_HUMAN,O60884,P83887,Tubulin gamma-1 chain,PF00091,1,IntAct
DNJA2_HUMAN,O60884,P83887,Tubulin gamma-1 chain,PF03953,1,IntAct
DNJA2_HUMAN,O60884,Q9BY44,Eukaryotic translation initiation factor 2A,PF08662,1,IntAct
DNJA2_HUMAN,O60884,P43353,Aldehyde dehydrogenase family 3 member B1,PF00171,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF00270,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF21010,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF04408,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF00271,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF07717,1,IntAct
DNJA2_HUMAN,O60884,Q14147,Probable ATP-dependent RNA helicase DHX34,PF24485,1,IntAct
DNJA2_HUMAN,O60884,Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF21010,1,IntAct
DNJA2_HUMAN,O60884,Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF04408,1,IntAct
DNJA2_HUMAN,O60884,Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF00271,1,IntAct
DNJA2_HUMAN,O60884,Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF07717,1,IntAct
DNJA2_HUMAN,O60884,Q8TCY9,Up-regulator of cell proliferation,PF25496,1,IntAct
DNJA2_HUMAN,O60884,Q8NB90,ATPase family gene 2 protein homolog A,PF00004,1,IntAct
DNJA2_HUMAN,O60884,Q8NB90,ATPase family gene 2 protein homolog A,PF17862,1,IntAct
DNJA2_HUMAN,O60884,Q923W1,Trimethylguanosine synthase,PF09445,1,IntAct
DNJA2_HUMAN,O60884,Q15334,Lethal,PF08366,1,IntAct
DNJA2_HUMAN,O60884,P36507,Dual specificity mitogen-activated protein kinase kinase 2,PF00069,1,IntAct
DNJA2_HUMAN,O60884,P06213,Insulin receptor,PF00041,1,IntAct
DNJA2_HUMAN,O60884,P06213,Insulin receptor,PF00757,1,IntAct
DNJA2_HUMAN,O60884,P06213,Insulin receptor,PF17870,1,IntAct
DNJA2_HUMAN,O60884,P06213,Insulin receptor,PF07714,1,IntAct
DNJA2_HUMAN,O60884,P06213,Insulin receptor,PF01030,1,IntAct
DNJA2_HUMAN,O60884,Q8NCD3,Holliday junction recognition protein,PF12347,1,IntAct
DNJA2_HUMAN,O60884,Q8NCD3,Holliday junction recognition protein,PF12346,1,IntAct
DNJA2_HUMAN,O60884,Q8NCD3,Holliday junction recognition protein,PF10384,1,IntAct
DNJA2_HUMAN,O60884,P09668,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H,PF08246,1,IntAct
DNJA2_HUMAN,O60884,P09668,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H,PF00112,1,IntAct
DNJA2_HUMAN,O60884,P07900,Heat shock protein HSP 90-alpha,PF13589,1,IntAct
DNJA2_HUMAN,O60884,P07900,Heat shock protein HSP 90-alpha,PF00183,1,IntAct
DNJA2_HUMAN,O60884,O43379,WD repeat-containing protein 62,PF24780,1,IntAct
DNJA2_HUMAN,O60884,O43379,WD repeat-containing protein 62,PF24782,1,IntAct
DNJA2_HUMAN,O60884,O43379,WD repeat-containing protein 62,PF24795,1,IntAct
DNJA2_HUMAN,O60884,Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",PF02666,1,IntAct
DNJA2_HUMAN,O60884,Q12834,Cell division cycle protein 20 homolog,PF24807,1,IntAct
DNJA2_HUMAN,O60884,Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9,PF16575,1,IntAct
DNJA2_HUMAN,O60884,Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9,PF24419,1,IntAct
DNJA2_HUMAN,O60884,Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9,PF25467,1,IntAct
DNJA2_HUMAN,O60884,Q4JQW3,Tegument protein UL46 homolog,PF03387,1,IntAct
DNJA2_HUMAN,O60884,P22830,"Ferrochelatase, mitochondrial",PF00762,1,IntAct
DNJA2_HUMAN,O60884,P0DTC8,ORF8 protein,PF12093,1,IntAct
DNJA2_HUMAN,O60884,Q96IC2,RNA exonuclease 5,PF00929,1,IntAct
DNJA2_HUMAN,O60884,Q96IC2,RNA exonuclease 5,PF00076,1,IntAct
DNJA2_HUMAN,O60884,Q71U36,Tubulin alpha-1A chain,PF00091,1,IntAct
DNJA2_HUMAN,O60884,Q71U36,Tubulin alpha-1A chain,PF03953,1,IntAct
DNJA2_HUMAN,O60884,Q9NZJ0,Denticleless protein homolog,PF00400,1,IntAct
DNJA2_HUMAN,O60884,Q8NEZ3,WD repeat-containing protein 19,PF23389,1,IntAct
DNJA2_HUMAN,O60884,Q8NEZ3,WD repeat-containing protein 19,PF15911,1,IntAct
DNJA2_HUMAN,O60884,Q8NEZ3,WD repeat-containing protein 19,PF24762,1,IntAct
DNJA2_HUMAN,O60884,Q8NEZ3,WD repeat-containing protein 19,PF23145,1,IntAct
DNJA2_HUMAN,O60884,Q8NEZ3,WD repeat-containing protein 19,PF23146,1,IntAct
DNJA2_HUMAN,O60884,Q9Y484,WD repeat domain phosphoinositide-interacting protein 4,PF21032,1,IntAct
DNJA2_HUMAN,O60884,P04637,Cellular tumor antigen p53,PF00870,1,IntAct
DNJA2_HUMAN,O60884,P04637,Cellular tumor antigen p53,PF08563,1,IntAct
DNJA2_HUMAN,O60884,P04637,Cellular tumor antigen p53,PF07710,1,IntAct
DNJA2_HUMAN,O60884,P04637,Cellular tumor antigen p53,PF18521,1,IntAct
DNJA2_HUMAN,O60884,Q8IVT5,Kinase suppressor of Ras 1,PF07714,1,IntAct
DNJA2_HUMAN,O60884,Q8IVT5,Kinase suppressor of Ras 1,PF20406,1,IntAct
DNJA2_HUMAN,O60884,Q6PCD5,E3 ubiquitin-protein ligase RFWD3,PF23419,1,IntAct
DNJA2_HUMAN,O60884,Q6PCD5,E3 ubiquitin-protein ligase RFWD3,PF13639,1,IntAct
DNJA2_HUMAN,O60884,Q9NVR0,Kelch-like protein 11,PF07707,1,IntAct
DNJA2_HUMAN,O60884,Q9NVR0,Kelch-like protein 11,PF00651,1,IntAct
DNJA2_HUMAN,O60884,Q9NVR0,Kelch-like protein 11,PF01344,1,IntAct
DNJA2_HUMAN,O60884,Q9Y450,HBS1-like protein,PF22594,1,IntAct
DNJA2_HUMAN,O60884,Q9Y450,HBS1-like protein,PF00009,1,IntAct
DNJA2_HUMAN,O60884,Q9Y450,HBS1-like protein,PF03144,1,IntAct
DNJA2_HUMAN,O60884,Q9Y450,HBS1-like protein,PF08938,1,IntAct
DNJA2_HUMAN,O60884,P01106,Myc proto-oncogene protein,PF00010,1,IntAct
DNJA2_HUMAN,O60884,P01106,Myc proto-oncogene protein,PF02344,1,IntAct
DNJA2_HUMAN,O60884,P01106,Myc proto-oncogene protein,PF01056,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF00130,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF11971,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF00169,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF00621,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF00017,1,IntAct
DNJA2_HUMAN,O60884,P15498,Proto-oncogene vav,PF00018,1,IntAct
DNJA2_HUMAN,O60884,Q92802,NEDD4-binding protein 2-like 2,PF13671,1,IntAct
DNJA2_HUMAN,O60884,Q8TB24,Ras and Rab interactor 3,PF23268,1,IntAct
DNJA2_HUMAN,O60884,Q8TB24,Ras and Rab interactor 3,PF02204,1,IntAct
DNJA2_HUMAN,O60884,Q13885,Tubulin beta-2A chain,PF00091,1,IntAct
DNJA2_HUMAN,O60884,Q13885,Tubulin beta-2A chain,PF03953,1,IntAct
DNJA2_HUMAN,O60884,P11362,Fibroblast growth factor receptor 1,PF07679,1,IntAct
DNJA2_HUMAN,O60884,P11362,Fibroblast growth factor receptor 1,PF00047,1,IntAct
DNJA2_HUMAN,O60884,P11362,Fibroblast growth factor receptor 1,PF07714,1,IntAct
DNJA2_HUMAN,O60884,Q14249,"Endonuclease G, mitochondrial",PF01223,1,IntAct
DNJA2_HUMAN,O60884,Q9NV06,DDB1- and CUL4-associated factor 13,PF04158,1,IntAct
DNJA2_HUMAN,O60884,Q9NV06,DDB1- and CUL4-associated factor 13,PF00400,1,IntAct
DNJA2_HUMAN,O60884,P46734,Dual specificity mitogen-activated protein kinase kinase 3,PF00069,1,IntAct
DNJA2_HUMAN,O60884,Q9Y251,Heparanase,PF03662,1,IntAct
DNJA2_HUMAN,O60884,Q96I59,Asparaginyl-tRNA synthetase,PF00152,1,IntAct
DNJA2_HUMAN,O60884,Q96I59,Asparaginyl-tRNA synthetase,PF01336,1,IntAct
DNJA2_HUMAN,O60884,P04629,High affinity nerve growth factor receptor,PF13855,1,IntAct
DNJA2_HUMAN,O60884,P04629,High affinity nerve growth factor receptor,PF16920,1,IntAct
DNJA2_HUMAN,O60884,P04629,High affinity nerve growth factor receptor,PF07714,1,IntAct
DNJA2_HUMAN,O60884,P04629,High affinity nerve growth factor receptor,PF18613,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF07679,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF00047,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF13855,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF16920,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF01462,1,IntAct
DNJA2_HUMAN,O60884,Q16288,NT-3 growth factor receptor,PF07714,1,IntAct
DNJA2_HUMAN,O60884,O95707,Ribonuclease P protein subunit p29,PF01868,1,IntAct
DNJA2_HUMAN,O60884,Q8WUA4,General transcription factor 3C polypeptide 2,PF00400,1,IntAct
DNJA2_HUMAN,O60884,Q9UG01,Intraflagellar transport protein 172 homolog,PF24762,1,IntAct
DNJA2_HUMAN,O60884,Q9UG01,Intraflagellar transport protein 172 homolog,PF23387,1,IntAct
DNJA2_HUMAN,O60884,Q9UG01,Intraflagellar transport protein 172 homolog,PF00400,1,IntAct
DNJA2_HUMAN,O60884,P22612,cAMP-dependent protein kinase catalytic subunit gamma,PF00069,1,IntAct
DNJA2_HUMAN,O60884,O75419,Cell division control protein 45 homolog,PF02724,1,IntAct
DNJA2_HUMAN,O60884,P59633,ORF3b protein,PF12383,1,IntAct
DNJA2_HUMAN,O60884,Q9BUK6,Protein misato homolog 1,PF10644,1,IntAct
DNJA2_HUMAN,O60884,Q9BUK6,Protein misato homolog 1,PF14881,1,IntAct
DNJA2_HUMAN,O60884,Q01968,Inositol polyphosphate 5-phosphatase OCRL,PF22669,1,IntAct
DNJA2_HUMAN,O60884,Q01968,Inositol polyphosphate 5-phosphatase OCRL,PF21310,1,IntAct
DNJA2_HUMAN,O60884,Q01968,Inositol polyphosphate 5-phosphatase OCRL,PF16726,1,IntAct
DNJA2_HUMAN,O60884,Q01968,Inositol polyphosphate 5-phosphatase OCRL,PF00620,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF00168,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF12763,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF16617,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF16652,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF00621,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF00018,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF07653,1,IntAct
DNJA2_HUMAN,O60884,Q15811,Intersectin-1,PF14604,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20947,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20948,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20949,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20950,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF00604,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20951,1,IntAct
DNJA2_HUMAN,O60884,P03427,Polymerase basic protein 2,PF20952,1,IntAct
DNJA2_HUMAN,O60884,P54098,DNA polymerase subunit gamma-1,PF18136,1,IntAct
DNJA2_HUMAN,O60884,Q96HI0,Sentrin-specific protease 5,PF02902,1,IntAct
DNJA2_HUMAN,O60884,Q96HI0,Sentrin-specific protease 5,PF19722,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF02138,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF15787,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF16057,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF20426,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF20425,1,IntAct
DNJA2_HUMAN,O60884,Q6ZNJ1,Neurobeachin-like protein 2,PF14844,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF14484,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF13516,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF05729,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF17776,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF17779,1,IntAct
DNJA2_HUMAN,O60884,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",PF02758,1,IntAct
DNJA2_HUMAN,O60884,Q13153,Serine/threonine-protein kinase PAK 1,PF00786,1,IntAct
DNJA2_HUMAN,O60884,Q13153,Serine/threonine-protein kinase PAK 1,PF00069,1,IntAct
DNJA2_HUMAN,O60884,O14649,Potassium channel subfamily K member 3,PF07885,1,IntAct
DNJA2_HUMAN,O60884,P10398,Serine/threonine-protein kinase A-Raf,PF00130,1,IntAct
DNJA2_HUMAN,O60884,P10398,Serine/threonine-protein kinase A-Raf,PF07714,1,IntAct
DNJA2_HUMAN,O60884,P10398,Serine/threonine-protein kinase A-Raf,PF02196,1,IntAct
DNJA2_HUMAN,O60884,Q9P2S5,WD repeat-containing protein WRAP73,PF00400,1,IntAct
DNJA2_HUMAN,O60884,Q9Y4C2,TRPM8 channel-associated factor 1,PF17291,1,IntAct
DNJA2_HUMAN,O60884,Q9Y4C2,TRPM8 channel-associated factor 1,PF13402,1,IntAct
DNJA2_HUMAN,O60884,O14654,Insulin receptor substrate 4,PF02174,1,IntAct
DNJA2_HUMAN,O60884,P63172,Dynein light chain Tctex-type 1,PF03645,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF20907,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01003,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF07652,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF21659,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF02832,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF00869,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01004,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF00948,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01005,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01002,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01350,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01349,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF00972,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF20483,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01570,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF01728,1,IntAct
DNJA2_HUMAN,O60884,A0A142I5B9,Genome polyprotein [Cleaved into: Capsid protein C,PF00949,1,IntAct
DNJA2_HUMAN,O60884,Q8JPQ9,Non-structural protein NS-S,PF01104,1,IntAct
DNJA2_HUMAN,O60884,Q9H1I8,Activating signal cointegrator 1 complex subunit 2,PF02845,1,IntAct
DNJA2_HUMAN,O60884,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",PF06155,1,IntAct
DNJA2_HUMAN,O60884,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",PF02668,1,IntAct
DNJA2_HUMAN,O60884,Q9Y266,Nuclear migration protein nudC,PF04969,1,IntAct
DNJA2_HUMAN,O60884,Q9Y266,Nuclear migration protein nudC,PF16273,1,IntAct
DNJA2_HUMAN,O60884,Q9Y266,Nuclear migration protein nudC,PF14050,1,IntAct
DNJA2_HUMAN,O60884,P08069,Insulin-like growth factor 1 receptor,PF00757,1,IntAct
DNJA2_HUMAN,O60884,P08069,Insulin-like growth factor 1 receptor,PF07714,1,IntAct
DNJA2_HUMAN,O60884,P08069,Insulin-like growth factor 1 receptor,PF01030,1,IntAct
DNJA2_HUMAN,O60884,Q9UPZ3,BLOC-2 complex member HPS5,PF23756,1,IntAct
DNJA2_HUMAN,O60884,Q9UPZ3,BLOC-2 complex member HPS5,PF23758,1,IntAct
DNJA2_HUMAN,O60884,O14976,Cyclin-G-associated kinase,PF00069,1,IntAct
DNJA2_HUMAN,O60884,O14976,Cyclin-G-associated kinase,PF10409,1,IntAct
DNJA2_HUMAN,O60884,Q9BY84,Dual specificity protein phosphatase 16,PF00782,1,IntAct
DNJA2_HUMAN,O60884,Q9BY84,Dual specificity protein phosphatase 16,PF00581,1,IntAct
DNJA2_HUMAN,O60884,P33151,Cadherin-5,PF01049,1,IntAct
DNJA2_HUMAN,O60884,P33151,Cadherin-5,PF00028,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF05641,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF16098,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF12235,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF00013,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF17904,1,IntAct
DNJA2_HUMAN,O60884,Q06787,Fragile X messenger ribonucleoprotein 1,PF18336,1,IntAct
DNJA2_HUMAN,O60884,Q9H4B7,Tubulin beta-1 chain,PF00091,1,IntAct
DNJA2_HUMAN,O60884,Q9H4B7,Tubulin beta-1 chain,PF03953,1,IntAct
DNJA2_HUMAN,O60884,Q9H9B4,Sideroflexin-1,PF03820,1,IntAct
DNJA2_HUMAN,O60884,Q15077,P2Y purinoceptor 6,PF00001,1,IntAct
DNJA2_HUMAN,O60884,P30530,Tyrosine-protein kinase receptor UFO,PF00041,1,IntAct
DNJA2_HUMAN,O60884,P30530,Tyrosine-protein kinase receptor UFO,PF13927,1,IntAct
DNJA2_HUMAN,O60884,P30530,Tyrosine-protein kinase receptor UFO,PF07714,1,IntAct
DNJA2_HUMAN,O60884,Q9C0B7,Transport and Golgi organization protein 6 homolog,PF23565,1,IntAct
DNJA2_HUMAN,O60884,Q9C0B7,Transport and Golgi organization protein 6 homolog,PF10363,1,IntAct
DNJA2_HUMAN,O60884,Q9C0B7,Transport and Golgi organization protein 6 homolog,PF10304,1,IntAct
DNJA2_HUMAN,O60884,Q9C0B7,Transport and Golgi organization protein 6 homolog,PF25267,1,IntAct
DNJA2_HUMAN,O60884,P29353,SHC-transforming protein 1,PF00640,1,IntAct
DNJA2_HUMAN,O60884,P29353,SHC-transforming protein 1,PF00017,1,IntAct
DNJA2_HUMAN,O60884,Q9D7K2,CST complex subunit TEN1,PF15490,1,IntAct
DNJA2_HUMAN,O60884,Q9BUR4,Telomerase Cajal body protein 1,PF00400,1,IntAct
DNJA2_HUMAN,O60884,P35869,Aryl hydrocarbon receptor,PF00010,1,IntAct
DNJA2_HUMAN,O60884,P35869,Aryl hydrocarbon receptor,PF00989,1,IntAct
DNJA2_HUMAN,O60884,P35869,Aryl hydrocarbon receptor,PF08447,1,IntAct
DNJA2_HUMAN,O60884,O75746,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",PF00153,1,IntAct
DNJA2_HUMAN,O60884,Q6EMB2,Tubulin polyglutamylase TTLL5,PF03133,1,IntAct
DNJA2_HUMAN,O60884,Q1EHW4,Histone deacetylase complex subunit SAP25,PF15476,1,IntAct
DNJA2_HUMAN,O60884,O43542,DNA repair protein XRCC3,PF08423,1,IntAct
DNJA2_HUMAN,O60884,P00533,Epidermal growth factor receptor,PF00757,1,IntAct
DNJA2_HUMAN,O60884,P00533,Epidermal growth factor receptor,PF14843,1,IntAct
DNJA2_HUMAN,O60884,P00533,Epidermal growth factor receptor,PF07714,1,IntAct
DNJA2_HUMAN,O60884,P00533,Epidermal growth factor receptor,PF01030,1,IntAct
DNJA2_HUMAN,O60884,P00533,Epidermal growth factor receptor,PF21314,1,IntAct
DNJA2_HUMAN,O60884,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF00270,1,IntAct
DNJA2_HUMAN,O60884,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF00271,1,IntAct
DNJA2_HUMAN,O60884,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF02889,1,IntAct
DNJA2_HUMAN,O60884,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF23445,1,IntAct
DNJA2_HUMAN,O60884,Q4JQW6,Tegument protein VP22,PF04823,1,IntAct
DNJA2_HUMAN,O60884,P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF13086,1,IntAct
DNJA2_HUMAN,O60884,P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF13087,1,IntAct
DNJA2_HUMAN,O60884,P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF08696,1,IntAct
DNJA2_HUMAN,O60884,P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF21123,1,IntAct
DNJA2_HUMAN,O60884,Q4ZG55,Protein GREB1,PF20692,1,IntAct
DNJA2_HUMAN,O60884,Q4ZG55,Protein GREB1,PF20688,1,IntAct
DNJA2_HUMAN,O60884,Q4ZG55,Protein GREB1,PF20267,1,IntAct
DNJA2_HUMAN,O60884,Q4ZG55,Protein GREB1,PF15782,1,IntAct
DNJA2_HUMAN,O60884,Q4ZG55,Protein GREB1,PF20691,1,IntAct
DNJA2_HUMAN,O60884,Q13547,Histone deacetylase 1,PF00850,1,IntAct
DNJA2_HUMAN,O60884,Q9H967,WD repeat-containing protein 76,PF00400,1,IntAct
DNJA2_HUMAN,O60884,Q9BZL6,Serine/threonine-protein kinase D2,PF00130,1,IntAct
DNJA2_HUMAN,O60884,Q9BZL6,Serine/threonine-protein kinase D2,PF00169,1,IntAct
DNJA2_HUMAN,O60884,Q9BZL6,Serine/threonine-protein kinase D2,PF00069,1,IntAct
DNJA2_HUMAN,O60884,Q9BQE3,Tubulin alpha-1C chain,PF00091,1,IntAct
DNJA2_HUMAN,O60884,Q9BQE3,Tubulin alpha-1C chain,PF03953,1,IntAct
DNJA2_HUMAN,O60884,O60469,Cell adhesion molecule DSCAM,PF00041,1,IntAct
DNJA2_HUMAN,O60884,O60469,Cell adhesion molecule DSCAM,PF25059,1,IntAct
DNJA2_HUMAN,O60884,O60469,Cell adhesion molecule DSCAM,PF07679,1,IntAct
DNJA2_HUMAN,O60884,O60469,Cell adhesion molecule DSCAM,PF13927,1,IntAct
DNJA2_HUMAN,O60884,P22455,Fibroblast growth factor receptor 4,PF07679,1,IntAct
DNJA2_HUMAN,O60884,P22455,Fibroblast growth factor receptor 4,PF13927,1,IntAct
DNJA2_HUMAN,O60884,P22455,Fibroblast growth factor receptor 4,PF07714,1,IntAct
DNJA2_HUMAN,O60884,Q13618,Cullin-3,PF00888,1,IntAct
DNJA2_HUMAN,O60884,Q13618,Cullin-3,PF10557,1,IntAct
DNJA2_HUMAN,O60884,Q15796,Mothers against decapentaplegic homolog 2,PF03165,1,IntAct
DNJA2_HUMAN,O60884,Q15796,Mothers against decapentaplegic homolog 2,PF03166,1,IntAct
DNJA2_HUMAN,O60884,Q9H223,EH domain-containing protein 4,PF18150,1,IntAct
DNJA2_HUMAN,O60884,Q9H223,EH domain-containing protein 4,PF00350,1,IntAct
DNJA2_HUMAN,O60884,Q9H223,EH domain-containing protein 4,PF12763,1,IntAct
DNJA2_HUMAN,O60884,Q9H223,EH domain-containing protein 4,PF16880,1,IntAct
